published_path,split,label,source_id,source_license,privacy_group_id,published_sha256,published_size,orientation,privacy_transform,label_path,label_sha256,target_boxes
datasets/maize-herbivory-damage-v2/train/ipsilon/img_5e6d348c32c4830ac9ab7445.jpg,train,ipsilon,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_7e8c88babc1299bc7c5a11cc,c62324479db02923a7b68cdf0674969e02807acd4f456a2621a0cf55130c66d9,2629,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/ipsilon/img_01561d73dcbc0b14ea44a038.jpg,train,ipsilon,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_c2ce51cb010c90c2349b9afc,69629b21077264ae91399fb77022befa04bbe747c317aa8aa23148ab8dad1b7b,4851,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/frugiperda/img_84eb19d7fcd87a43160d04dd.jpg,train,frugiperda,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_801bd2bca0540eb0ed7a8543,d0d7896ae027eeb95629bd38a6c56e7876ecd644398fe757f89dd21d98e631d5,1957,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/ipsilon/img_403012fa87cee0c5bad01cb5.jpg,train,ipsilon,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_65848986e4bc612976776264,d3871cc4e6a2ebdd28ee66a677c479972e126e418d3017d05f5f3f0b755e3be4,4393,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/separata/img_90cf860ca7f4a780a02132b4.jpg,train,separata,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_6cdddc5426209bc5554ec807,3145ce1cec6a19263d9721e5cd12b29545f570e10e48ea0281c497710fc0b644,7320,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/val/litura/img_2ae111339da9d23f0dc8cef6.jpg,val,litura,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_330d491b495410ce63965a95,5ec405e808c646f3a947e4d59160796d89a4d343f1b031ee2a661f0877af7fe5,1630,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/litura/img_eeaf21dd5345479166b37c5b.jpg,train,litura,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_9c811f8ea57e53f08bb3750c,213041df592a9c07483627c33394bd70a1ad6debdb46113a51a620bf22f113cd,1860,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/litura/img_c24fd4191cc72ac11ff540ee.jpg,train,litura,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_9c811f8ea57e53f08bb3750c,2b0179a88cac0894407c42300829fc15fdaef80b05ddfe8dda740c68ce044420,1559,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/frugiperda/img_e34d844ba430e3b23edebf6f.jpg,train,frugiperda,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_b7a2ce5d728d312e8381d390,a8b9930790cbc41ef93de4288907f852722198d130fc3c37b828e6d864402760,1658,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/maize-herbivory-damage-v2/train/separata/img_1be2b0fd73d5c98aad69f536.jpg,train,separata,zenodo_maize_herbivory_v1_1_0,CC BY 4.0,grp_741c3d3fd02968d86d247999,0dd2abe9545ffe6456e2152d5d3290a8665f27275f265506a80a9367fd967052,46962,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
