published_path,split,label,source_id,source_license,privacy_group_id,published_sha256,published_size,orientation,privacy_transform,label_path,label_sha256,target_boxes
datasets/corn-field-pest-v2/val/grasshopper_unknown/img_8d0a63abbb8f9c96429cb0bb.jpg,val,grasshopper_unknown,ccmt,CC BY 4.0,grp_69c39a83182d8b297470b966,5a5b6e8d88e9254b787b4efe77c5ded543c18de9797b741fe4fc5bb157bc7a37,48583,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/grasshopper_unknown/img_088b6ac7c17d21c304f9fecd.jpg,train,grasshopper_unknown,ccmt,CC BY 4.0,grp_00fd7f7d108e59cebcb2127f,d2cbcecc114b919747b854ee91734913a37d56beda79210f3ee06ef9b64a161b,45242,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/healthy/img_48eff5130125ab2f38cb9465.jpg,train,healthy,ccmt,CC BY 4.0,grp_60913d802d4c89baddc22007,1a23a136536b1c832ecf0570f62fb8682632140abd4205389983a06efc419ca4,51605,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/val/healthy/img_d1cecac39b0cbdd331ebc2f1.jpg,val,healthy,tom2024,CC BY 4.0,grp_b7a6f3a9cfe57a002a868255,df21a50bec39dea80a380dadc73e0ecde64008c85ba4becf2d5ae0f91c26b5d5,7337,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/leaf_beetle_unknown/img_f47e09d6da70b267f17d2724.jpg,train,leaf_beetle_unknown,ccmt,CC BY 4.0,grp_6b30e185ded86a0f950e72ce,eae9d8ab6f0dd633ae68b9d1b781e6e54e978127ca6452910859e2415009ad95,35966,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/val/leaf_beetle_unknown/img_13484c15ac2dd6b0891ffaa4.jpg,val,leaf_beetle_unknown,ccmt,CC BY 4.0,grp_9ee85f8c26c7fa34f475f39b,5cf55d49c278b3fc2b5cb290efa3555a71493c38f53fe61e322fc72646d83a21,22770,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/healthy/img_2343ae910a373dafecb71ca3.jpg,train,healthy,ccmt,CC BY 4.0,grp_7772550c7a335a5a6562d19a,d5a1513af7d72d8a8a720f8a1a7c625d5664f58ada793938a2bbb0bb4ebc4552,48171,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/healthy/img_5a186a2b414c8d3469c237b4.jpg,train,healthy,ccmt,CC BY 4.0,grp_c6337bcb480bef6062f38448,4e8e9869ba5b6903934b2b236d9275754f33c05bd7696d3551465d30511b95c3,53356,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/grasshopper_unknown/img_07080b2bf43c1d15335b4988.jpg,train,grasshopper_unknown,ccmt,CC BY 4.0,grp_fb784b8165341aba4f5ef50f,8243ecfe429b4567945a48d8026d216b78155ee43fe64e1414d66aed5c03a749,43927,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/val/grasshopper_unknown/img_3a243e8165d4b31dd5b0680f.jpg,val,grasshopper_unknown,ccmt,CC BY 4.0,grp_320d931803fc2e7bb6b75332,13c5a7450806da3013051ee592856800349bb4e0ef2c525feaaa87c3e54d0c6f,53074,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/leaf_beetle_unknown/img_284c457de8f62977bf2c6efb.jpg,train,leaf_beetle_unknown,ccmt,CC BY 4.0,grp_dbe39c7ad957b7c87e2c2da1,2c1dfb97df3c33dbc9fe5ca6dc615b3f2bd61331f1e54c4ce3005d620e105c57,31035,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/leaf_beetle_unknown/img_6162b373f915b16d7e90b032.jpg,train,leaf_beetle_unknown,ccmt,CC BY 4.0,grp_9a05d6ce3c363aa69a80f659,f10fe78d43a8b2c1f9aad0079bc933d2188fe09a432452a87090e9cd941e2056,48361,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/val/fall_armyworm/img_05292083d1becc40fcd509d5.jpg,val,fall_armyworm,ccmt,CC BY 4.0,grp_0141e95b9f6eb9dd4d9ec8db,f784e312fe4e8fad5b2ca4ddec5664cbf4ac31b0c37a46ee0ca9e9fca91c6d26,55478,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/healthy/img_b983ba3e0e2ee9f38a0dbd69.jpg,train,healthy,ccmt,CC BY 4.0,grp_4a442fd08056f2753b5f084c,21d0c079cf2aec878475996ec03e9e1907bc065187ea4fb5c4f961adec93429f,41013,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/grasshopper_unknown/img_8e5471bf10243c8f14d86d01.jpg,train,grasshopper_unknown,ccmt,CC BY 4.0,grp_16c33737d1b5c5f75e3364e9,a6fc548ba30837ef235d5e2cb737779a53dfa8c6ba258b39273ee75966c99f82,38455,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/grasshopper_unknown/img_05b0b9d4932f3df7f146519b.jpg,train,grasshopper_unknown,ccmt,CC BY 4.0,grp_df5af6bc0d279b775a15e992,690ea6ebd33acbdb48adb2dfdc451692fc43853e0e50099bff83721ed4e7ee32,28830,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
datasets/corn-field-pest-v2/train/grasshopper_unknown/img_4598eeab538da2783036a089.jpg,train,grasshopper_unknown,ccmt,CC BY 4.0,grp_ff7505f6a36e78d9155e55fb,226d842f94254bd8f7c689c3b423dbc4bccb49d7f72323526e535dc97e5975c6,61400,1,lossless_jpeg_metadata_strip_preserve_orientation_v2,,,
